"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","86","Создание Траты","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","378","Переход на страницу регистрации со страницы авторизации","","Sat Feb 21 16:25:39 UTC 2026","passed","Sat Feb 21 16:25:39 UTC 2026","","","",""
"","6600","Редактирование категории","","Sat Feb 21 16:25:44 UTC 2026","failed","Sat Feb 21 16:25:51 UTC 2026","","","",""
"","1106","Отменить добавление траты","","Sat Feb 21 16:26:04 UTC 2026","passed","Sat Feb 21 16:26:05 UTC 2026","","","",""
"","576","Успешная регистрация","","Sat Feb 21 16:25:56 UTC 2026","passed","Sat Feb 21 16:25:57 UTC 2026","","","",""
"","577","Переход на страницу авторизации со страницы регистрации","","Sat Feb 21 16:26:02 UTC 2026","passed","Sat Feb 21 16:26:02 UTC 2026","","","",""
"","561","Отображение сообщения об ошибке если пароли не совпадают","","Sat Feb 21 16:26:00 UTC 2026","passed","Sat Feb 21 16:26:00 UTC 2026","","","",""
"","141","Добавить новую категорию","","Sat Feb 21 16:25:41 UTC 2026","passed","Sat Feb 21 16:25:41 UTC 2026","","","",""
"","653","Отображение сообщения об ошибке если пользователь уже существует","","Sat Feb 21 16:26:01 UTC 2026","passed","Sat Feb 21 16:26:01 UTC 2026","","","",""
"","43","Получить все категории","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","19","Получение траты","","Sat Feb 21 16:25:30 UTC 2026","passed","Sat Feb 21 16:25:30 UTC 2026","","","",""
"","32","Отображение сообщения при попытке создать категорию без названия","","Sat Feb 21 16:25:43 UTC 2026","passed","Sat Feb 21 16:25:43 UTC 2026","","","",""
"","1613","Сообщение об ошибке при попытке добавить трату без суммы","","Sat Feb 21 16:26:09 UTC 2026","passed","Sat Feb 21 16:26:11 UTC 2026","","","",""
"","811","Переход на страницу авторизации со страницы успешной регистрации","","Sat Feb 21 16:26:03 UTC 2026","passed","Sat Feb 21 16:26:04 UTC 2026","","","",""
"","23","Создание Траты","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","400","Редактирование категории","","Sat Feb 21 16:25:56 UTC 2026","passed","Sat Feb 21 16:25:56 UTC 2026","","","",""
"","151","test_country_iso_service","","Sat Feb 21 16:25:31 UTC 2026","passed","Sat Feb 21 16:25:32 UTC 2026","","","",""
"","17","Редактирование категории","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","22","Создание траты  без описания","","Sat Feb 21 16:25:30 UTC 2026","passed","Sat Feb 21 16:25:30 UTC 2026","","","",""
"","1777","Редактирование категории","","Sat Feb 21 16:25:52 UTC 2026","failed","Sat Feb 21 16:25:54 UTC 2026","","","",""
"","611","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Sat Feb 21 16:25:58 UTC 2026","passed","Sat Feb 21 16:25:58 UTC 2026","","","",""
"","581","test_country_name_service","","Sat Feb 21 16:25:31 UTC 2026","passed","Sat Feb 21 16:25:31 UTC 2026","","","",""
"","1612","Сообщение об ошибке при попытке добавить трату без категории","","Sat Feb 21 16:26:12 UTC 2026","passed","Sat Feb 21 16:26:13 UTC 2026","","","",""
"","41","Редактирование траты","","Sat Feb 21 16:25:30 UTC 2026","passed","Sat Feb 21 16:25:30 UTC 2026","","","",""
"","21","Создание Траты","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","1784","Успешное добавление траты","","Sat Feb 21 16:26:06 UTC 2026","passed","Sat Feb 21 16:26:08 UTC 2026","","","",""
"","623","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Sat Feb 21 16:25:59 UTC 2026","passed","Sat Feb 21 16:25:59 UTC 2026","","","",""
"","887","KAFKA: Заполнение userdata исключая auth","","Sat Feb 21 16:25:30 UTC 2026","passed","Sat Feb 21 16:25:31 UTC 2026","","","",""
"","1591","Выход из аккаунта","","Sat Feb 21 16:25:36 UTC 2026","passed","Sat Feb 21 16:25:37 UTC 2026","","","",""
"","19","Создание Траты","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","1419","Успешная авторизация","","Sat Feb 21 16:25:33 UTC 2026","passed","Sat Feb 21 16:25:35 UTC 2026","","","",""
"","501","Отображение сообщения о неправильном логине или пароле","","Sat Feb 21 16:25:38 UTC 2026","passed","Sat Feb 21 16:25:38 UTC 2026","","","",""
"","32","Удаление траты","","Sat Feb 21 16:25:30 UTC 2026","passed","Sat Feb 21 16:25:30 UTC 2026","","","",""
"","444","Создание категории","","Sat Feb 21 16:25:28 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","40","Редактирование категории","","Sat Feb 21 16:25:29 UTC 2026","passed","Sat Feb 21 16:25:29 UTC 2026","","","",""
"","120","KAFKA: Сообщение с пользователем публикуется в Kafka после успешной регистрации","","Sat Feb 21 16:25:30 UTC 2026","passed","Sat Feb 21 16:25:30 UTC 2026","","","",""
