"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Успешное добавление траты","","Thu Feb 19 17:50:59 UTC 2026","broken","Thu Feb 19 17:50:59 UTC 2026","","","",""
"","542","Отображение сообщения об ошибке если пароли не совпадают","","Thu Feb 19 17:50:46 UTC 2026","passed","Thu Feb 19 17:50:47 UTC 2026","","","",""
"","30214","Выход из аккаунта","","Thu Feb 19 17:49:08 UTC 2026","broken","Thu Feb 19 17:49:38 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 17:50:11 UTC 2026","broken","Thu Feb 19 17:50:11 UTC 2026","","","",""
"","0","Получение траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","0","Создание Траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","0","Редактирование траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","810","test_country_name_service","","Thu Feb 19 17:48:58 UTC 2026","passed","Thu Feb 19 17:48:59 UTC 2026","","","",""
"","1631","Сообщение об ошибке при попытке добавить трату без категории","","Thu Feb 19 17:51:03 UTC 2026","passed","Thu Feb 19 17:51:04 UTC 2026","","","",""
"","1509","KAFKA: Сообщение с пользователем публикуется в Kafka после успешной регистрации","","Thu Feb 19 17:48:56 UTC 2026","passed","Thu Feb 19 17:48:58 UTC 2026","","","",""
"","0","Отображение сообщения при попытке создать категорию без названия","","Thu Feb 19 17:49:40 UTC 2026","broken","Thu Feb 19 17:49:40 UTC 2026","","","",""
"","0","Создание категории","","Thu Feb 19 17:48:53 UTC 2026","broken","Thu Feb 19 17:48:53 UTC 2026","","","",""
"","377","Переход на страницу регистрации со страницы авторизации","","Thu Feb 19 17:49:40 UTC 2026","passed","Thu Feb 19 17:49:40 UTC 2026","","","",""
"","125","test_country_iso_service","","Thu Feb 19 17:48:59 UTC 2026","passed","Thu Feb 19 17:48:59 UTC 2026","","","",""
"","0","Создание Траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","646","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Thu Feb 19 17:50:45 UTC 2026","passed","Thu Feb 19 17:50:46 UTC 2026","","","",""
"","6103","Успешная авторизация","","Thu Feb 19 17:49:01 UTC 2026","failed","Thu Feb 19 17:49:07 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 17:48:55 UTC 2026","broken","Thu Feb 19 17:48:55 UTC 2026","","","",""
"","526","KAFKA: Заполнение userdata исключая auth","","Thu Feb 19 17:48:58 UTC 2026","broken","Thu Feb 19 17:48:58 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 17:50:11 UTC 2026","broken","Thu Feb 19 17:50:11 UTC 2026","","","",""
"","615","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Thu Feb 19 17:50:44 UTC 2026","passed","Thu Feb 19 17:50:45 UTC 2026","","","",""
"","612","Успешная регистрация","","Thu Feb 19 17:50:43 UTC 2026","passed","Thu Feb 19 17:50:44 UTC 2026","","","",""
"","1625","Сообщение об ошибке при попытке добавить трату без суммы","","Thu Feb 19 17:51:00 UTC 2026","passed","Thu Feb 19 17:51:02 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 17:50:11 UTC 2026","broken","Thu Feb 19 17:50:11 UTC 2026","","","",""
"","0","Создание Траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 17:48:55 UTC 2026","broken","Thu Feb 19 17:48:55 UTC 2026","","","",""
"","0","Получить все категории","","Thu Feb 19 17:48:55 UTC 2026","broken","Thu Feb 19 17:48:55 UTC 2026","","","",""
"","0","Добавить новую категорию","","Thu Feb 19 17:49:40 UTC 2026","broken","Thu Feb 19 17:49:40 UTC 2026","","","",""
"","588","Переход на страницу авторизации со страницы регистрации","","Thu Feb 19 17:50:54 UTC 2026","passed","Thu Feb 19 17:50:54 UTC 2026","","","",""
"","0","Создание Траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","2474","Отменить добавление траты","","Thu Feb 19 17:50:57 UTC 2026","passed","Thu Feb 19 17:50:59 UTC 2026","","","",""
"","462","Отображение сообщения о неправильном логине или пароле","","Thu Feb 19 17:49:39 UTC 2026","passed","Thu Feb 19 17:49:39 UTC 2026","","","",""
"","5757","Отображение сообщения об ошибке если пользователь уже существует","","Thu Feb 19 17:50:47 UTC 2026","failed","Thu Feb 19 17:50:53 UTC 2026","","","",""
"","0","Создание траты  без описания","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
"","848","Переход на страницу авторизации со страницы успешной регистрации","","Thu Feb 19 17:50:55 UTC 2026","passed","Thu Feb 19 17:50:56 UTC 2026","","","",""
"","0","Удаление траты","","Thu Feb 19 17:48:56 UTC 2026","broken","Thu Feb 19 17:48:56 UTC 2026","","","",""
