"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","391","Редактирование категории","","Thu Feb 19 18:39:21 UTC 2026","passed","Thu Feb 19 18:39:21 UTC 2026","","","",""
"","886","KAFKA: Сообщение с пользователем публикуется в Kafka после успешной регистрации","","Thu Feb 19 18:38:59 UTC 2026","passed","Thu Feb 19 18:38:59 UTC 2026","","","",""
"","624","Успешная регистрация","","Thu Feb 19 18:39:22 UTC 2026","passed","Thu Feb 19 18:39:22 UTC 2026","","","",""
"","141","Добавить новую категорию","","Thu Feb 19 18:39:10 UTC 2026","passed","Thu Feb 19 18:39:11 UTC 2026","","","",""
"","1138","Отменить добавление траты","","Thu Feb 19 18:39:30 UTC 2026","passed","Thu Feb 19 18:39:31 UTC 2026","","","",""
"","142","test_country_iso_service","","Thu Feb 19 18:39:00 UTC 2026","passed","Thu Feb 19 18:39:00 UTC 2026","","","",""
"","11","Создание Траты","","Thu Feb 19 18:38:56 UTC 2026","broken","Thu Feb 19 18:38:56 UTC 2026","","","",""
"","135","KAFKA: Заполнение userdata исключая auth","","Thu Feb 19 18:38:59 UTC 2026","broken","Thu Feb 19 18:39:00 UTC 2026","","","",""
"","1553","Сообщение об ошибке при попытке добавить трату без категории","","Thu Feb 19 18:39:38 UTC 2026","passed","Thu Feb 19 18:39:39 UTC 2026","","","",""
"","1843","Успешное добавление траты","","Thu Feb 19 18:39:32 UTC 2026","passed","Thu Feb 19 18:39:34 UTC 2026","","","",""
"","297","Создание Траты","","Thu Feb 19 18:38:57 UTC 2026","passed","Thu Feb 19 18:38:57 UTC 2026","","","",""
"","2377","Успешная авторизация","","Thu Feb 19 18:39:01 UTC 2026","passed","Thu Feb 19 18:39:04 UTC 2026","","","",""
"","37","Отображение сообщения при попытке создать категорию без названия","","Thu Feb 19 18:39:13 UTC 2026","passed","Thu Feb 19 18:39:13 UTC 2026","","","",""
"","607","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Thu Feb 19 18:39:24 UTC 2026","passed","Thu Feb 19 18:39:24 UTC 2026","","","",""
"","50","Создание траты  без описания","","Thu Feb 19 18:38:58 UTC 2026","passed","Thu Feb 19 18:38:58 UTC 2026","","","",""
"","52","Создание категории","","Thu Feb 19 18:38:54 UTC 2026","broken","Thu Feb 19 18:38:54 UTC 2026","","","",""
"","521","Отображение сообщения о неправильном логине или пароле","","Thu Feb 19 18:39:07 UTC 2026","passed","Thu Feb 19 18:39:07 UTC 2026","","","",""
"","62","Создание Траты","","Thu Feb 19 18:38:58 UTC 2026","passed","Thu Feb 19 18:38:58 UTC 2026","","","",""
"","576","test_country_name_service","","Thu Feb 19 18:39:00 UTC 2026","passed","Thu Feb 19 18:39:00 UTC 2026","","","",""
"","75","Редактирование траты","","Thu Feb 19 18:38:58 UTC 2026","passed","Thu Feb 19 18:38:58 UTC 2026","","","",""
"","79","Удаление траты","","Thu Feb 19 18:38:58 UTC 2026","passed","Thu Feb 19 18:38:58 UTC 2026","","","",""
"","859","Переход на страницу авторизации со страницы успешной регистрации","","Thu Feb 19 18:39:28 UTC 2026","passed","Thu Feb 19 18:39:29 UTC 2026","","","",""
"","54","Получение траты","","Thu Feb 19 18:38:58 UTC 2026","passed","Thu Feb 19 18:38:58 UTC 2026","","","",""
"","631","Отображение сообщения об ошибке если пользователь уже существует","","Thu Feb 19 18:39:26 UTC 2026","passed","Thu Feb 19 18:39:27 UTC 2026","","","",""
"","615","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Thu Feb 19 18:39:23 UTC 2026","passed","Thu Feb 19 18:39:23 UTC 2026","","","",""
"","1490","Сообщение об ошибке при попытке добавить трату без суммы","","Thu Feb 19 18:39:35 UTC 2026","passed","Thu Feb 19 18:39:37 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 18:38:54 UTC 2026","broken","Thu Feb 19 18:38:54 UTC 2026","","","",""
"","1596","Редактирование категории","","Thu Feb 19 18:39:14 UTC 2026","passed","Thu Feb 19 18:39:15 UTC 2026","","","",""
"","0","Получить все категории","","Thu Feb 19 18:38:55 UTC 2026","broken","Thu Feb 19 18:38:55 UTC 2026","","","",""
"","537","Отображение сообщения об ошибке если пароли не совпадают","","Thu Feb 19 18:39:25 UTC 2026","passed","Thu Feb 19 18:39:25 UTC 2026","","","",""
"","354","Переход на страницу регистрации со страницы авторизации","","Thu Feb 19 18:39:08 UTC 2026","passed","Thu Feb 19 18:39:08 UTC 2026","","","",""
"","1629","Выход из аккаунта","","Thu Feb 19 18:39:05 UTC 2026","passed","Thu Feb 19 18:39:06 UTC 2026","","","",""
"","606","Переход на страницу авторизации со страницы регистрации","","Thu Feb 19 18:39:27 UTC 2026","passed","Thu Feb 19 18:39:28 UTC 2026","","","",""
"","1832","Редактирование категории","","Thu Feb 19 18:39:17 UTC 2026","failed","Thu Feb 19 18:39:18 UTC 2026","","","",""
"","0","Редактирование категории","","Thu Feb 19 18:38:55 UTC 2026","broken","Thu Feb 19 18:38:55 UTC 2026","","","",""
"","45","Создание Траты","","Thu Feb 19 18:38:58 UTC 2026","passed","Thu Feb 19 18:38:58 UTC 2026","","","",""
