"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","659","Успешная регистрация","","Thu Mar 26 20:06:00 UTC 2026","passed","Thu Mar 26 20:06:01 UTC 2026","","","",""
"","5","Конвертация Евро в разные валюты и обратно","","Thu Mar 26 20:05:37 UTC 2026","passed","Thu Mar 26 20:05:37 UTC 2026","","","",""
"","5","Конвертация долларов в разные валюты и обратно","","Thu Mar 26 20:05:36 UTC 2026","passed","Thu Mar 26 20:05:36 UTC 2026","","","",""
"","22","Редактирование категории","","Thu Mar 26 20:05:35 UTC 2026","passed","Thu Mar 26 20:05:35 UTC 2026","","","",""
"","1554","Редактирование категории","","Thu Mar 26 20:05:52 UTC 2026","passed","Thu Mar 26 20:05:54 UTC 2026","","","",""
"","139","KAFKA: Сообщение с пользователем публикуется в Kafka после успешной регистрации","","Thu Mar 26 20:05:37 UTC 2026","passed","Thu Mar 26 20:05:37 UTC 2026","","","",""
"","7","Конвертация Евро в разные валюты и обратно","","Thu Mar 26 20:05:37 UTC 2026","passed","Thu Mar 26 20:05:37 UTC 2026","","","",""
"","117","Конвертация Евро в рубли","","Thu Mar 26 20:05:36 UTC 2026","passed","Thu Mar 26 20:05:36 UTC 2026","","","",""
"","1126","Отменить добавление траты","","Thu Mar 26 20:06:09 UTC 2026","passed","Thu Mar 26 20:06:10 UTC 2026","","","",""
"","623","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Thu Mar 26 20:06:01 UTC 2026","passed","Thu Mar 26 20:06:02 UTC 2026","","","",""
"","558","Test CountryName","","Thu Mar 26 20:05:38 UTC 2026","passed","Thu Mar 26 20:05:38 UTC 2026","","","",""
