"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42","Редактирование категории","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","38","Удаление траты","","Sat Feb 21 17:07:00 UTC 2026","passed","Sat Feb 21 17:07:00 UTC 2026","","","",""
"","39","Получить все категории","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","2355","Успешная авторизация","","Sat Feb 21 17:07:03 UTC 2026","passed","Sat Feb 21 17:07:05 UTC 2026","","","",""
"","104","Создание Траты","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","1809","Успешное добавление траты","","Sat Feb 21 17:07:34 UTC 2026","passed","Sat Feb 21 17:07:36 UTC 2026","","","",""
"","518","Отображение сообщения о неправильном логине или пароле","","Sat Feb 21 17:07:08 UTC 2026","passed","Sat Feb 21 17:07:09 UTC 2026","","","",""
"","26","Создание траты  без описания","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","151","Добавить новую категорию","","Sat Feb 21 17:07:12 UTC 2026","passed","Sat Feb 21 17:07:12 UTC 2026","","","",""
"","533","Отображение сообщения об ошибке если пароли не совпадают","","Sat Feb 21 17:07:26 UTC 2026","passed","Sat Feb 21 17:07:26 UTC 2026","","","",""
"","1592","Выход из аккаунта","","Sat Feb 21 17:07:06 UTC 2026","passed","Sat Feb 21 17:07:08 UTC 2026","","","",""
"","20","Получение траты","","Sat Feb 21 17:07:00 UTC 2026","passed","Sat Feb 21 17:07:00 UTC 2026","","","",""
"","450","Создание категории","","Sat Feb 21 17:06:58 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","333","Переход на страницу регистрации со страницы авторизации","","Sat Feb 21 17:07:09 UTC 2026","passed","Sat Feb 21 17:07:09 UTC 2026","","","",""
"","1711","Редактирование категории","","Sat Feb 21 17:07:18 UTC 2026","passed","Sat Feb 21 17:07:19 UTC 2026","","","",""
"","391","Редактирование категории","","Sat Feb 21 17:07:21 UTC 2026","passed","Sat Feb 21 17:07:22 UTC 2026","","","",""
"","574","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Sat Feb 21 17:07:24 UTC 2026","passed","Sat Feb 21 17:07:25 UTC 2026","","","",""
"","27","Редактирование траты","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","1188","Переход на страницу авторизации со страницы регистрации","","Sat Feb 21 17:07:28 UTC 2026","passed","Sat Feb 21 17:07:29 UTC 2026","","","",""
"","116","test_country_iso_service","","Sat Feb 21 17:07:01 UTC 2026","passed","Sat Feb 21 17:07:01 UTC 2026","","","",""
"","26","Создание Траты","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","25","Создание Траты","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","604","Отображение сообщения об ошибке при вводе значений в поля недопустимое количество символов","","Sat Feb 21 17:07:23 UTC 2026","passed","Sat Feb 21 17:07:24 UTC 2026","","","",""
"","672","Отображение сообщения об ошибке если пользователь уже существует","","Sat Feb 21 17:07:27 UTC 2026","passed","Sat Feb 21 17:07:27 UTC 2026","","","",""
"","1603","Сообщение об ошибке при попытке добавить трату без суммы","","Sat Feb 21 17:07:37 UTC 2026","passed","Sat Feb 21 17:07:38 UTC 2026","","","",""
"","135","KAFKA: Сообщение с пользователем публикуется в Kafka после успешной регистрации","","Sat Feb 21 17:07:00 UTC 2026","passed","Sat Feb 21 17:07:00 UTC 2026","","","",""
"","1091","Отменить добавление траты","","Sat Feb 21 17:07:32 UTC 2026","passed","Sat Feb 21 17:07:33 UTC 2026","","","",""
"","811","Переход на страницу авторизации со страницы успешной регистрации","","Sat Feb 21 17:07:30 UTC 2026","passed","Sat Feb 21 17:07:31 UTC 2026","","","",""
"","20","Редактирование категории","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","47","Отображение сообщения при попытке создать категорию без названия","","Sat Feb 21 17:07:14 UTC 2026","passed","Sat Feb 21 17:07:14 UTC 2026","","","",""
"","585","Успешная регистрация","","Sat Feb 21 17:07:22 UTC 2026","passed","Sat Feb 21 17:07:23 UTC 2026","","","",""
"","619","test_country_name_service","","Sat Feb 21 17:07:01 UTC 2026","passed","Sat Feb 21 17:07:01 UTC 2026","","","",""
"","1559","Редактирование категории","","Sat Feb 21 17:07:15 UTC 2026","passed","Sat Feb 21 17:07:16 UTC 2026","","","",""
"","875","KAFKA: Заполнение userdata исключая auth","","Sat Feb 21 17:07:00 UTC 2026","passed","Sat Feb 21 17:07:01 UTC 2026","","","",""
"","25","Создание Траты","","Sat Feb 21 17:06:59 UTC 2026","passed","Sat Feb 21 17:06:59 UTC 2026","","","",""
"","1484","Сообщение об ошибке при попытке добавить трату без категории","","Sat Feb 21 17:07:39 UTC 2026","passed","Sat Feb 21 17:07:41 UTC 2026","","","",""
